0x7ffc63400180,"      LDC R1, c[0x0][0x37c]",0,0,0,448,14336,14336,32,32,0,0,0,-,-,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x7ffc63400190,"      S2UR UR10, SR_CTAID.X",0,0,0,448,14336,14336,32,32,0,0,0,-,-,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x7ffc634001b0,"      LDC.64 R2, c[0x0][0x380]",0,0,0,448,14336,14336,32,32,0,0,0,-,-,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x7ffc634001c0,"      USHF.L.U32 UR35, UR10, 0x6, URZ",0,0,0,448,14336,14336,32,32,0,0,0,-,-,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x7ffc634001e0,"      ISETP.LE.AND P0, PT, R3, UR35, PT",2,2,2,448,14336,14336,32,32,0,0,0,-,-,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0x7ffc634001f0,"      ISETP.LE.OR P0, PT, R2, UR31, P0",1,1,1,448,14336,14336,32,32,0,0,0,-,-,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0x7ffc63400200,@P0   EXIT,2,2,2,448,14336,0,32,0,32,32,0,-,-,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0x7ffc63400210,"      S2R R8, SR_TID.X",1,1,1,448,14336,14336,32,32,32,0,0,-,-,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0x7ffc63400220,"      ISETP.GT.U32.AND P0, PT, R8, 0x1f, PT",2,1,2,448,14336,14336,32,32,0,0,0,-,-,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0x7ffc63400230,@P0   BRA 0x7ffc63400480,0,0,0,448,14336,10752,32,24,8,8,0,-,-,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x7ffc63400250,"      MOV R0, 0x40",0,0,0,112,3584,3584,32,32,0,0,0,-,-,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x7ffc63400260,      WARPSYNC.ALL,0,0,0,112,3584,3584,32,32,0,0,0,-,-,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x7ffc63400270,"      LEA R2, R3, R0, 0x18",0,0,0,112,3584,3584,32,32,0,0,0,-,-,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x7ffc63400280,"      LDS.U8 R0, [R2+0x1c]",0,0,0,112,3584,3584,32,32,0,0,0,Shared,Load,8,0,1,0,112,112,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
